Banco;Cuenta;TipoRec;Fecha Corte;Fecha Trn;ValorTotal;Divipo;%;ot
52;;SIMIT;2008-07-22;2008-07-22;5307685,00;05212000;10;Copacabana
52;;SIMIT;2008-12-04;2008-12-04;1085920,00;05212000;10;Copacabana
52;;SIMIT;2008-12-04;2008-12-04;1797875,00;05212000;10;Copacabana
52;;SIMIT;2009-04-22;2009-04-22;1481248,00;05212000;10;Copacabana
52;;SIMIT;2009-04-22;2009-04-22;4908114,00;05212000;10;Copacabana
52;;SIMIT;2009-08-28;2009-08-28;6791473,00;05212000;10;Copacabana
52;;SIMIT;2010-02-12;2010-02-12;36218546,40;05212000;10;Copacabana
52;;SIMIT;2010-02-12;2010-02-12;877721,80;05212000;10;Copacabana
40;;SIMIT;2009-08-21;2009-08-21;1332913,00;05237000;10;Don Matias
40;;SIMIT;2010-01-20;2010-01-20;665224,00;05237000;10;Don Matias
40;;SIMIT;2010-01-20;2010-01-20;524383,00;05237000;10;Don Matias
40;;SIMIT;2010-01-20;2010-01-20;248700,00;05237000;10;Don Matias
40;;SIMIT;2010-01-20;2010-01-20;640658,00;05237000;10;Don Matias
52;;SIMIT;2004-03-12;2004-03-12;1210411,00;05266000;10;Envigado
52;;SIMIT;2004-03-31;2004-03-31;15423389,00;05266000;10;Envigado
52;;SIMIT;2004-04-25;2004-04-25;30997912,00;05266000;10;Envigado
52;;SIMIT;2004-07-01;2004-07-01;78945566,00;05266000;10;Envigado
52;;SIMIT;2004-09-16;2004-09-16;17734666,00;05266000;10;Envigado
52;;SIMIT;2004-11-26;2004-11-26;18204559,00;05266000;10;Envigado
52;;SIMIT;2004-12-21;2004-12-21;71196070,00;05266000;10;Envigado
52;;SIMIT;2005-02-02;2005-02-02;22042242,00;05266000;10;Envigado
52;;SIMIT;2005-02-02;2005-02-02;14459331,00;05266000;10;Envigado
52;;SIMIT;2005-02-28;2005-02-28;21591122,00;05266000;10;Envigado
52;;SIMIT;2005-04-13;2005-04-13;26666021,00;05266000;10;Envigado
52;;SIMIT;2005-04-29;2005-04-29;23709293,00;05266000;10;Envigado
52;;SIMIT;2005-05-20;2005-05-20;21870211,00;05266000;10;Envigado
52;;SIMIT;2005-07-11;2005-07-11;22541769,00;05266000;10;Envigado
52;;SIMIT;2005-09-27;2005-09-27;43859941,00;05266000;10;Envigado
52;;SIMIT;2005-10-20;2005-10-20;23905628,00;05266000;10;Envigado
52;;SIMIT;2005-11-17;2005-11-17;22323487,00;05266000;10;Envigado
52;;SIMIT;2005-12-29;2005-12-29;18000718,00;05266000;10;Envigado
52;;SIMIT;2005-12-29;2005-12-29;18453157,00;05266000;10;Envigado
52;;SIMIT;2006-03-22;2006-03-22;27143202,00;05266000;10;Envigado
52;;SIMIT;2006-04-21;2006-04-21;13675984,00;05266000;10;Envigado
52;;SIMIT;2006-05-08;2006-05-08;17572871,00;05266000;10;Envigado
52;;SIMIT;2006-05-08;2006-05-08;42133651,00;05266000;10;Envigado
52;;SIMIT;2006-07-19;2006-07-19;6529290,00;05266000;10;Envigado
52;;SIMIT;2006-07-19;2006-07-19;13934569,00;05266000;10;Envigado
52;;SIMIT;2006-07-19;2006-07-19;42133651,00;05266000;10;Envigado
52;;SIMIT;2006-08-10;2006-08-10;17456289,00;05266000;10;Envigado
52;;SIMIT;2006-09-06;2006-09-06;13916036,00;05266000;10;Envigado
52;;SIMIT;2006-09-22;2006-09-22;12857053,00;05266000;10;Envigado
52;;SIMIT;2006-10-09;2006-10-09;19912588,00;05266000;10;Envigado
52;;SIMIT;2006-10-19;2006-10-19;22109573,00;05266000;10;Envigado
52;;SIMIT;2006-10-19;2006-10-19;23186910,00;05266000;10;Envigado
52;;SIMIT;2006-11-10;2006-11-10;-23186910,00;05266000;10;Envigado
52;;SIMIT;2006-12-07;2006-12-07;21807629,00;05266000;10;Envigado
52;;SIMIT;2006-12-07;2006-12-07;42133651,00;05266000;10;Envigado
52;;SIMIT;2007-01-12;2007-01-12;19821669,00;05266000;10;Envigado
52;;SIMIT;2007-01-23;2007-01-23;42133651,00;05266000;10;Envigado
52;;SIMIT;2007-02-12;2007-02-12;17375973,00;05266000;10;Envigado
52;;SIMIT;2007-03-09;2007-03-09;17820940,00;05266000;10;Envigado
52;;SIMIT;2007-04-16;2007-04-16;25465188,00;05266000;10;Envigado
52;;SIMIT;2007-05-10;2007-05-10;19714247,00;05266000;10;Envigado
52;;SIMIT;2007-05-26;2007-05-26;15390870,00;05266000;10;Envigado
52;;SIMIT;2007-07-23;2007-07-23;18472870,00;05266000;10;Envigado
52;;SIMIT;2007-08-23;2007-08-23;17618291,00;05266000;10;Envigado
52;;SIMIT;2007-09-22;2007-09-22;16716412,00;05266000;10;Envigado
52;;SIMIT;2008-01-14;2008-01-14;30155232,00;05266000;10;Envigado
52;;SIMIT;2008-02-06;2008-02-06;25875051,00;05266000;10;Envigado
52;;SIMIT;2008-03-04;2008-03-04;11986965,00;05266000;10;Envigado
52;;SIMIT;2008-03-04;2008-03-04;13195474,00;05266000;10;Envigado
52;;SIMIT;2008-04-17;2008-04-17;15500606,00;05266000;10;Envigado
52;;SIMIT;2008-06-09;2008-06-09;11514280,00;05266000;10;Envigado
52;;SIMIT;2008-06-09;2008-06-09;17040140,00;05266000;10;Envigado
52;;SIMIT;2008-07-10;2008-07-10;14736997,00;05266000;10;Envigado
52;;SIMIT;2008-08-21;2008-08-21;15365693,00;05266000;10;Envigado
52;;SIMIT;2008-09-23;2008-09-23;20655349,00;05266000;10;Envigado
52;;SIMIT;2008-10-14;2008-10-14;4488047,00;05266000;10;Envigado
52;;SIMIT;2008-11-05;2008-11-05;18103202,00;05266000;10;Envigado
52;;SIMIT;2008-11-23;2008-11-23;16566873,00;05266000;10;Envigado
52;;SIMIT;2009-01-20;2009-01-20;14551258,00;05266000;10;Envigado
52;;SIMIT;2009-02-06;2009-02-06;9389258,00;05266000;10;Envigado
52;;SIMIT;2009-02-06;2009-02-06;15832579,00;05266000;10;Envigado
52;;SIMIT;2009-03-06;2009-03-06;14197080,00;05266000;10;Envigado
52;;SIMIT;2009-04-07;2009-04-07;18261296,00;05266000;10;Envigado
52;;SIMIT;2009-05-06;2009-05-06;18529890,00;05266000;10;Envigado
52;;SIMIT;2009-05-21;2009-05-21;15639716,00;05266000;10;Envigado
52;;SIMIT;2009-07-01;2009-07-01;17309730,00;05266000;10;Envigado
52;;SIMIT;2009-08-06;2009-08-06;15418637,00;05266000;10;Envigado
52;;SIMIT;2009-09-04;2009-09-04;22507836,00;05266000;10;Envigado
52;;SIMIT;2009-10-22;2009-10-22;13115346,00;05266000;10;Envigado
40;;SIMIT;2009-06-24;2009-06-24;2113547,00;05284000;10;Frontino
40;;SIMIT;2009-09-24;2009-09-24;395231,00;05284000;10;Frontino
52;;SIMIT;2004-10-16;2004-10-16;2442559,00;05308000;10;Girardota
52;;SIMIT;2005-01-19;2005-01-19;997281,00;05308000;10;Girardota
52;;SIMIT;2005-06-01;2005-06-01;3611059,00;05308000;10;Girardota
52;;SIMIT;2005-07-22;2005-07-22;1342715,00;05308000;10;Girardota
52;;SIMIT;2005-08-08;2005-08-08;-1342715,00;05308000;10;Girardota
52;;SIMIT;2005-08-18;2005-08-18;1385667,00;05308000;10;Girardota
52;;SIMIT;2005-08-29;2005-08-29;1365798,00;05308000;10;Girardota
52;;SIMIT;2005-09-27;2005-09-27;1476404,00;05308000;10;Girardota
52;;SIMIT;2005-11-17;2005-11-17;1346016,00;05308000;10;Girardota
52;;SIMIT;2005-12-29;2005-12-29;1342715,00;05308000;10;Girardota
52;;SIMIT;2006-01-01;2006-01-01;871989,00;05308000;10;Girardota
52;;SIMIT;2006-02-23;2006-02-23;2564200,00;05308000;10;Girardota
52;;SIMIT;2006-03-22;2006-03-22;1244755,00;05308000;10;Girardota
52;;SIMIT;2006-05-08;2006-05-08;1155099,00;05308000;10;Girardota
52;;SIMIT;2006-05-19;2006-05-19;984595,00;05308000;10;Girardota
52;;SIMIT;2006-07-06;2006-07-06;1305020,00;05308000;10;Girardota
52;;SIMIT;2006-08-22;2006-08-22;6996212,00;05308000;10;Girardota
52;;SIMIT;2006-11-10;2006-11-10;7238907,00;05308000;10;Girardota
52;;SIMIT;2007-01-12;2007-01-12;3576239,00;05308000;10;Girardota
52;;SIMIT;2007-04-19;2007-04-19;4942728,00;05308000;10;Girardota
52;;SIMIT;2007-07-23;2007-07-23;3517760,00;05308000;10;Girardota
52;;SIMIT;2007-10-11;2007-10-11;1414058,00;05308000;10;Girardota
52;;SIMIT;2007-10-11;2007-10-11;1475721,00;05308000;10;Girardota
52;;SIMIT;2007-10-11;2007-10-11;855494,00;05308000;10;Girardota
52;;SIMIT;2007-10-11;2007-10-11;5373546,00;05308000;10;Girardota
52;;SIMIT;2007-12-11;2007-12-11;3438139,00;05308000;10;Girardota
52;;SIMIT;2008-01-14;2008-01-14;1531088,00;05308000;10;Girardota
52;;SIMIT;2008-03-17;2008-03-17;2512204,00;05308000;10;Girardota
52;;SIMIT;2008-05-12;2008-05-12;1545448,00;05308000;10;Girardota
52;;SIMIT;2008-10-14;2008-10-14;1899760,00;05308000;10;Girardota
52;;SIMIT;2008-12-04;2008-12-04;1183784,00;05308000;10;Girardota
52;;SIMIT;2009-05-21;2009-05-21;1279156,00;05308000;10;Girardota
52;;SIMIT;2009-05-21;2009-05-21;1268399,00;05308000;10;Girardota
52;;SIMIT;2009-06-23;2009-06-23;782775,00;05308000;10;Girardota
52;;SIMIT;2009-09-21;2009-09-21;1617801,00;05308000;10;Girardota
40;;SIMIT;2008-07-01;2008-07-01;174777,00;05318000;10;Guarne
40;;SIMIT;2008-07-30;2008-07-30;123841,00;05318000;10;Guarne
52;;SIMIT;2008-09-11;2008-09-11;3414250,00;05318000;10;Guarne
52;;SIMIT;2008-09-11;2008-09-11;736364,00;05318000;10;Guarne
40;;SIMIT;2008-10-01;2008-10-01;310710,00;05318000;10;Guarne
40;;SIMIT;2008-11-24;2008-11-24;302075,00;05318000;10;Guarne
40;;SIMIT;2009-03-25;2009-03-25;558399,00;05318000;10;Guarne
40;;SIMIT;2009-07-23;2009-07-23;667938,00;05318000;10;Guarne
40;;SIMIT;2009-09-24;2009-09-24;362023,00;05318000;10;Guarne
52;;SIMIT;2004-10-16;2004-10-16;63891243,00;05360000;10;Itagui
52;;SIMIT;2004-11-17;2004-11-17;18175074,00;05360000;10;Itagui
52;;SIMIT;2005-03-14;2005-03-14;16579519,00;05360000;10;Itagui
52;;SIMIT;2005-03-14;2005-03-14;121518958,00;05360000;10;Itagui
52;;SIMIT;2005-06-01;2005-06-01;35401402,00;05360000;10;Itagui
52;;SIMIT;2005-07-22;2005-07-22;10725294,00;05360000;10;Itagui
52;;SIMIT;2005-08-18;2005-08-18;11500789,00;05360000;10;Itagui
52;;SIMIT;2005-09-12;2005-09-12;9276999,00;05360000;10;Itagui
52;;SIMIT;2005-10-20;2005-10-20;11429694,00;05360000;10;Itagui
52;;SIMIT;2005-11-17;2005-11-17;10960788,00;05360000;10;Itagui
52;;SIMIT;2005-12-12;2005-12-12;9529911,00;05360000;10;Itagui
52;;SIMIT;2006-03-09;2006-03-09;6277118,00;05360000;10;Itagui
52;;SIMIT;2006-05-08;2006-05-08;16148685,00;05360000;10;Itagui
52;;SIMIT;2006-06-08;2006-06-08;5677261,00;05360000;10;Itagui
52;;SIMIT;2006-06-08;2006-06-08;15231677,00;05360000;10;Itagui
52;;SIMIT;2006-09-06;2006-09-06;20258625,00;05360000;10;Itagui
52;;SIMIT;2006-10-09;2006-10-09;6327260,00;05360000;10;Itagui
52;;SIMIT;2006-12-22;2006-12-22;15586737,00;05360000;10;Itagui
52;;SIMIT;2007-02-12;2007-02-12;8841454,00;05360000;10;Itagui
52;;SIMIT;2007-02-23;2007-02-23;7483203,00;05360000;10;Itagui
52;;SIMIT;2007-05-26;2007-05-26;21439168,00;05360000;10;Itagui
52;;SIMIT;2007-06-20;2007-06-20;5965860,00;05360000;10;Itagui
52;;SIMIT;2007-08-15;2007-08-15;7627667,00;05360000;10;Itagui
52;;SIMIT;2007-08-23;2007-08-23;5141032,00;05360000;10;Itagui
52;;SIMIT;2007-09-22;2007-09-22;3119536,00;05360000;10;Itagui
52;;SIMIT;2007-11-13;2007-11-13;3126686,00;05360000;10;Itagui
52;;SIMIT;2007-11-21;2007-11-21;4470701,00;05360000;10;Itagui
52;;SIMIT;2007-12-21;2007-12-21;4930579,00;05360000;10;Itagui
52;;SIMIT;2008-01-17;2008-01-17;31009550,00;05360000;10;Itagui
52;;SIMIT;2008-02-06;2008-02-06;6183918,00;05360000;10;Itagui
52;;SIMIT;2008-02-06;2008-02-06;-31009550,00;05360000;10;Itagui
52;;SIMIT;2008-05-21;2008-05-21;29404168,00;05360000;10;Itagui
52;;SIMIT;2008-08-23;2008-08-23;24847898,00;05360000;10;Itagui
52;;SIMIT;2009-03-06;2009-03-06;96061799,00;05360000;10;Itagui
52;;SIMIT;2009-06-23;2009-06-23;46045982,00;05360000;10;Itagui
52;;SIMIT;2009-08-28;2009-08-28;26267576,00;05360000;10;Itagui
52;;SIMIT;2004-09-01;2004-09-01;1297916,00;05376000;10;La Ceja
52;;SIMIT;2004-09-01;2004-09-01;2929128,00;05376000;10;La Ceja
52;;SIMIT;2004-10-16;2004-10-16;1297916,00;05376000;10;La Ceja
52;;SIMIT;2004-11-26;2004-11-26;1083338,00;05376000;10;La Ceja
52;;SIMIT;2005-02-02;2005-02-02;1163059,00;05376000;10;La Ceja
52;;SIMIT;2005-02-02;2005-02-02;1344024,00;05376000;10;La Ceja
52;;SIMIT;2005-04-05;2005-04-05;3968025,00;05376000;10;La Ceja
52;;SIMIT;2005-07-11;2005-07-11;1869748,00;05376000;10;La Ceja
52;;SIMIT;2005-09-27;2005-09-27;4153555,42;05376000;10;La Ceja
52;;SIMIT;2006-01-01;2006-01-01;6326596,00;05376000;10;La Ceja
52;;SIMIT;2006-05-19;2006-05-19;2871626,00;05376000;10;La Ceja
52;;SIMIT;2006-05-19;2006-05-19;4781889,00;05376000;10;La Ceja
52;;SIMIT;2006-07-19;2006-07-19;1486552,00;05376000;10;La Ceja
52;;SIMIT;2006-07-19;2006-07-19;4589282,00;05376000;10;La Ceja
52;;SIMIT;2006-11-10;2006-11-10;1722072,00;05376000;10;La Ceja
52;;SIMIT;2006-11-10;2006-11-10;4677734,00;05376000;10;La Ceja
52;;SIMIT;2007-01-12;2007-01-12;1253651,00;05376000;10;La Ceja
52;;SIMIT;2007-01-23;2007-01-23;515799,00;05376000;10;La Ceja
52;;SIMIT;2007-02-12;2007-02-12;-515799,00;05376000;10;La Ceja
52;;SIMIT;2007-02-12;2007-02-12;1775747,00;05376000;10;La Ceja
52;;SIMIT;2007-05-10;2007-05-10;3947551,00;05376000;10;La Ceja
52;;SIMIT;2007-05-10;2007-05-10;1555881,00;05376000;10;La Ceja
52;;SIMIT;2007-07-23;2007-07-23;1251500,00;05376000;10;La Ceja
52;;SIMIT;2007-09-14;2007-09-14;2765404,00;05376000;10;La Ceja
52;;SIMIT;2007-11-13;2007-11-13;1169491,00;05376000;10;La Ceja
52;;SIMIT;2007-12-11;2007-12-11;4200339,00;05376000;10;La Ceja
52;;SIMIT;2008-03-04;2008-03-04;1224976,00;05376000;10;La Ceja
52;;SIMIT;2008-03-04;2008-03-04;1005074,00;05376000;10;La Ceja
52;;SIMIT;2008-03-04;2008-03-04;1015062,00;05376000;10;La Ceja
40;;SIMIT;2008-05-22;2008-05-22;936244,00;05376000;10;La Ceja
40;;SIMIT;2008-06-13;2008-06-13;1557515,00;05376000;10;La Ceja
40;;SIMIT;2008-07-30;2008-07-30;1726687,00;05376000;10;La Ceja
40;;SIMIT;2008-08-24;2008-08-24;1983849,00;05376000;10;La Ceja
40;;SIMIT;2008-10-01;2008-10-01;1780624,00;05376000;10;La Ceja
40;;SIMIT;2008-10-17;2008-10-17;1590589,00;05376000;10;La Ceja
40;;SIMIT;2008-11-24;2008-11-24;1964642,00;05376000;10;La Ceja
40;;SIMIT;2008-12-19;2008-12-19;1694098,00;05376000;10;La Ceja
40;;SIMIT;2009-01-23;2009-01-23;1725383,00;05376000;10;La Ceja
40;;SIMIT;2009-02-24;2009-02-24;1884037,00;05376000;10;La Ceja
40;;SIMIT;2009-03-25;2009-03-25;1898012,00;05376000;10;La Ceja
40;;SIMIT;2009-03-25;2009-03-25;1521003,00;05376000;10;La Ceja
40;;SIMIT;2009-04-20;2009-04-20;1694154,00;05376000;10;La Ceja
40;;SIMIT;2009-05-20;2009-05-20;2162065,00;05376000;10;La Ceja
40;;SIMIT;2009-06-24;2009-06-24;1315855,00;05376000;10;La Ceja
40;;SIMIT;2009-07-23;2009-07-23;1699246,00;05376000;10;La Ceja
40;;SIMIT;2009-08-21;2009-08-21;1986487,00;05376000;10;La Ceja
40;;SIMIT;2009-09-24;2009-09-24;1839758,00;05376000;10;La Ceja
40;;SIMIT;2009-10-17;2009-10-17;1475746,00;05376000;10;La Ceja
52;;SIMIT;2009-10-22;2009-10-22;41902551,00;05380000;10;La Estrella
40;;SIMIT;2006-06-15;2006-06-15;7768435,00;05400000;10;La Union Antioquia
40;;SIMIT;2007-05-18;2007-05-18;906565,00;05400000;10;La Union Antioquia
40;;SIMIT;2007-09-21;2007-09-21;707065,00;05400000;10;La Union Antioquia
40;;SIMIT;2007-12-19;2007-12-19;432112,00;05400000;10;La Union Antioquia
40;;SIMIT;2008-01-16;2008-01-16;3381615,00;05400000;10;La Union Antioquia
52;;SIMIT;2008-02-20;2008-02-20;142364,00;05400000;10;La Union Antioquia
52;;SIMIT;2008-02-20;2008-02-20;134494,00;05400000;10;La Union Antioquia
52;;SIMIT;2008-02-20;2008-02-20;50792,00;05400000;10;La Union Antioquia
52;;SIMIT;2008-03-04;2008-03-04;-142364,00;05400000;10;La Union Antioquia
52;;SIMIT;2008-03-04;2008-03-04;-134494,00;05400000;10;La Union Antioquia
52;;SIMIT;2008-03-04;2008-03-04;-50792,00;05400000;10;La Union Antioquia
40;;SIMIT;2008-04-16;2008-04-16;549714,00;05400000;10;La Union Antioquia
40;;SIMIT;2008-06-13;2008-06-13;313386,00;05400000;10;La Union Antioquia
40;;SIMIT;2008-10-01;2008-10-01;917004,00;05400000;10;La Union Antioquia
40;;SIMIT;2008-11-24;2008-11-24;320688,00;05400000;10;La Union Antioquia
40;;SIMIT;2009-01-23;2009-01-23;328325,00;05400000;10;La Union Antioquia
40;;SIMIT;2009-04-20;2009-04-20;464090,00;05400000;10;La Union Antioquia
40;;SIMIT;2009-07-23;2009-07-23;265809,00;05400000;10;La Union Antioquia
40;;SIMIT;2009-08-21;2009-08-21;173574,00;05400000;10;La Union Antioquia
52;;SIMIT;2005-01-19;2005-01-19;9000000,00;05440000;10;Marinilla
52;;SIMIT;2005-07-22;2005-07-22;2677805,00;05440000;10;Marinilla
52;;SIMIT;2005-07-25;2005-07-25;807531,00;05440000;10;Marinilla
52;;SIMIT;2005-10-20;2005-10-20;1083095,00;05440000;10;Marinilla
52;;SIMIT;2005-11-17;2005-11-17;513816,00;05440000;10;Marinilla
52;;SIMIT;2005-12-29;2005-12-29;759599,00;05440000;10;Marinilla
52;;SIMIT;2006-02-23;2006-02-23;334500,00;05440000;10;Marinilla
52;;SIMIT;2006-03-09;2006-03-09;468684,00;05440000;10;Marinilla
52;;SIMIT;2006-04-07;2006-04-07;772428,00;05440000;10;Marinilla
52;;SIMIT;2006-05-08;2006-05-08;694920,00;05440000;10;Marinilla
52;;SIMIT;2006-06-08;2006-06-08;331899,00;05440000;10;Marinilla
52;;SIMIT;2006-06-21;2006-06-21;530273,00;05440000;10;Marinilla
52;;SIMIT;2006-08-10;2006-08-10;669115,00;05440000;10;Marinilla
52;;SIMIT;2006-08-22;2006-08-22;452751,00;05440000;10;Marinilla
52;;SIMIT;2006-08-22;2006-08-22;452751,00;05440000;10;Marinilla
52;;SIMIT;2006-09-06;2006-09-06;-452751,00;05440000;10;Marinilla
52;;SIMIT;2006-09-22;2006-09-22;314368,00;05440000;10;Marinilla
52;;SIMIT;2006-11-10;2006-11-10;541226,00;05440000;10;Marinilla
52;;SIMIT;2006-11-23;2006-11-23;478452,00;05440000;10;Marinilla
52;;SIMIT;2007-01-12;2007-01-12;708753,00;05440000;10;Marinilla
52;;SIMIT;2007-03-23;2007-03-23;1961625,00;05440000;10;Marinilla
52;;SIMIT;2007-04-19;2007-04-19;1594689,00;05440000;10;Marinilla
52;;SIMIT;2007-05-10;2007-05-10;970624,00;05440000;10;Marinilla
52;;SIMIT;2007-05-26;2007-05-26;581005,00;05440000;10;Marinilla
52;;SIMIT;2007-06-23;2007-06-23;674907,00;05440000;10;Marinilla
52;;SIMIT;2007-08-15;2007-08-15;831234,00;05440000;10;Marinilla
52;;SIMIT;2007-09-14;2007-09-14;678556,00;05440000;10;Marinilla
52;;SIMIT;2007-09-22;2007-09-22;868493,00;05440000;10;Marinilla
52;;SIMIT;2007-11-13;2007-11-13;861336,00;05440000;10;Marinilla
52;;SIMIT;2007-12-21;2007-12-21;1886240,00;05440000;10;Marinilla
52;;SIMIT;2008-02-06;2008-02-06;705006,00;05440000;10;Marinilla
52;;SIMIT;2008-02-20;2008-02-20;783416,00;05440000;10;Marinilla
52;;SIMIT;2008-04-17;2008-04-17;893741,00;05440000;10;Marinilla
52;;SIMIT;2008-05-12;2008-05-12;1130515,00;05440000;10;Marinilla
52;;SIMIT;2008-06-09;2008-06-09;922487,00;05440000;10;Marinilla
52;;SIMIT;2008-07-10;2008-07-10;858124,00;05440000;10;Marinilla
52;;SIMIT;2008-08-21;2008-08-21;747609,00;05440000;10;Marinilla
52;;SIMIT;2008-08-21;2008-08-21;712699,00;05440000;10;Marinilla
52;;SIMIT;2008-09-10;2008-09-10;833177,00;05440000;10;Marinilla
52;;SIMIT;2008-10-14;2008-10-14;304373,00;05440000;10;Marinilla
52;;SIMIT;2008-11-05;2008-11-05;347263,00;05440000;10;Marinilla
52;;SIMIT;2008-11-23;2008-11-23;751111,00;05440000;10;Marinilla
52;;SIMIT;2009-01-13;2009-01-13;449727,00;05440000;10;Marinilla
52;;SIMIT;2009-01-20;2009-01-20;603733,00;05440000;10;Marinilla
52;;SIMIT;2009-02-23;2009-02-23;512945,00;05440000;10;Marinilla
52;;SIMIT;2009-04-07;2009-04-07;468500,00;05440000;10;Marinilla
52;;SIMIT;2009-05-06;2009-05-06;422949,00;05440000;10;Marinilla
52;;SIMIT;2009-06-04;2009-06-04;1061845,00;05440000;10;Marinilla
52;;SIMIT;2009-07-22;2009-07-22;1111625,00;05440000;10;Marinilla
52;;SIMIT;2009-08-06;2009-08-06;849388,00;05440000;10;Marinilla
52;;SIMIT;2009-09-04;2009-09-04;795817,00;05440000;10;Marinilla
52;;SIMIT;2009-10-07;2009-10-07;331290,00;05440000;10;Marinilla
52;;SIMIT;2009-10-22;2009-10-22;538321,00;05440000;10;Marinilla
40;;SIMIT;2008-01-16;2008-01-16;6307310,00;05579000;10;Puerto Berrio
40;;SIMIT;2008-06-13;2008-06-13;2160406,00;05579000;10;Puerto Berrio
40;;SIMIT;2008-12-19;2008-12-19;4270100,00;05579000;10;Puerto Berrio
40;;SIMIT;2006-03-15;2006-03-15;86710,00;05591000;10;Puerto Triunfo
40;;SIMIT;2006-11-22;2006-11-22;237260,00;05591000;10;Puerto Triunfo
40;;SIMIT;2008-08-24;2008-08-24;79225,00;05607000;10;El Retiro
40;;SIMIT;2008-10-17;2008-10-17;175610,00;05607000;10;El Retiro
40;;SIMIT;2009-01-23;2009-01-23;983257,00;05607000;10;El Retiro
40;;SIMIT;2009-03-25;2009-03-25;291712,00;05607000;10;El Retiro
40;;SIMIT;2009-06-24;2009-06-24;1068488,00;05607000;10;El Retiro
52;;SIMIT;2005-02-10;2005-02-10;38361285,00;05615000;10;Rionegro Antioquia
52;;SIMIT;2005-06-21;2005-06-21;18976862,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2005-11-02;2005-11-02;49021760,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2005-12-28;2005-12-28;11425509,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2005-12-28;2005-12-28;3381599,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2006-02-10;2006-02-10;4826737,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2006-02-28;2006-02-28;4548070,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2006-03-15;2006-03-15;4054909,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2006-04-20;2006-04-20;3656041,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2006-05-12;2006-05-12;4189306,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2006-06-15;2006-06-15;2521317,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2006-07-17;2006-07-17;2925742,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2006-08-12;2006-08-12;4910008,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2006-09-15;2006-09-15;3824566,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2006-10-18;2006-10-18;1846198,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2006-11-22;2006-11-22;1762641,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2006-12-18;2006-12-18;4080287,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2007-01-19;2007-01-19;3775021,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2007-02-24;2007-02-24;4036835,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2007-03-22;2007-03-22;3672268,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2007-04-25;2007-04-25;3987280,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2007-05-18;2007-05-18;4088553,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2007-06-21;2007-06-21;3708175,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2007-07-24;2007-07-24;4726822,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2007-08-24;2007-08-24;4474089,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2007-09-21;2007-09-21;4383582,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2007-10-23;2007-10-23;3840768,00;05615000;10;Rionegro Antioquia
40;;SIMIT;2007-11-22;2007-11-22;3983027,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2007-12-19;2007-12-19;3947327,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2008-01-16;2008-01-16;3566981,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2008-02-19;2008-02-19;3277528,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2008-03-31;2008-03-31;3921321,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2008-04-16;2008-04-16;4846108,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2008-05-22;2008-05-22;3984086,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2008-06-13;2008-06-13;5009755,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2008-08-24;2008-08-24;7050704,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2008-10-01;2008-10-01;5953110,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2008-10-17;2008-10-17;3395386,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2008-11-24;2008-11-24;3899540,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2008-12-19;2008-12-19;3987972,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2009-01-23;2009-01-23;3427125,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2009-02-24;2009-02-24;4274286,00;05615000;10;Rionegro Antioquia
02;;SIMIT;2009-03-25;2009-03-25;8637021,00;05615000;10;Rionegro Antioquia
