"IDMUNICIPIO";"VALOR_TOTAL";"INDTIPO";"VIGENCIA";"ORIGEN";"CUENTA_RECAUDO";"IDBANCO";"NOM_BANCO";"FEC_TRAN";"FEC_CORTE";"NOMMUNICIPIO"
"05237000";"2561385.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"26/02/2014";"28/02/2014";"DON MATIAS";
"05318000";"6321953.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"18/02/2014";"28/02/2014";"GUARNE";
"05440000";"5924501.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"18/02/2014";"28/02/2014";"MARINILLA";
"05660000";"129143.00";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"05/02/2014";"28/02/2014";"SAN LUIS ANTIOQUIA";
"05607000";"1928728.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"15/11/2012";"28/02/2014";"EL RETIRO";
"05440000";"2795341.00";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"18/02/2014";"28/02/2014";"MARINILLA";
"05761000";"177000.00";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"05/02/2014";"28/02/2014";"SOPETRAN";
"05154000";"6438402.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"24/02/2014";"28/02/2014";"CAUCASIA";
"05138000";"1976222.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"07/02/2014";"28/02/2014";"CAÑASGORDAS";
"05887000";"2980782.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"12/02/2014";"28/02/2014";"YARUMAL";
"05237000";"256138.00";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"26/02/2014";"28/02/2014";"DON MATIAS";
"05154000";"220027.00";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"24/02/2014";"28/02/2014";"CAUCASIA";
"05154000";"1438185.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"17/12/2013";"31/01/2014";"CAUCASIA";
"05425000";"3465492.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"10/01/2014";"31/01/2014";"MACEO";
"05686000";"5874496.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"17/02/2014";"28/02/2014";"SANTA ROSA DE OSOS";
"05042000";"4354047.00";"POLCA";"2013-2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"23/01/2014";"31/01/2014";"SANTA FE DE ANTIOQUIA";
"05440000";"3101301.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"24/01/2014";"31/01/2014";"MARINILLA";
"05887000";"2634108.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"08/01/2014";"31/01/2014";"YARUMAL";
"05318000";"2789376.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"08/01/2014";"31/01/2014";"GUARNE";
"05686000";"1363186.00";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"17/01/2014";"31/01/2014";"SANTA ROSA DE OSOS";
"05660000";"647517.85";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"08/01/2014";"31/01/2014";"SAN LUIS ANTIOQUIA";
"05197000";"1487279.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"11/02/2014";"28/02/2014";"COCORNA";
"05697000";"8255129.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"07/01/2014";"31/01/2014";"SANTUARIO ANTIOQUIA";
"05002000";"800001.00";"SIMIT";"2013";"SDF";"408203001567";"40";"BANCO AGRARIO";"13/01/2014";"31/01/2014";"ABEJORRAL";
"05042000";"1805435.00";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"14/01/2014";"31/01/2014";"SANTA FE DE ANTIOQUIA";
"05761000";"705870.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"08/01/2014";"31/01/2014";"SOPETRAN";
"05154000";"214953.00";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"28/01/2014";"31/01/2014";"CAUCASIA";
"05400000";"511594.20";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"30/01/2014";"31/01/2014";"LA UNION ANTIOQUIA";
"05591000";"1114436.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"09/07/2013";"31/01/2014";"PUERTO TRIUNFO";
"05284000";"265939.00";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"04/12/2013";"31/01/2014";"FRONTINO";
"05138000";"1743737.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"17/01/2014";"31/01/2014";"CAÑASGORDAS";
"05440000";"1828717.00";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"24/01/2014";"31/01/2014";"MARINILLA";
"05697000";"4588614.00";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"17/06/2013";"31/01/2014";"SANTUARIO ANTIOQUIA";
"05591000";"2097667.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"10/09/2013";"31/01/2014";"PUERTO TRIUNFO";
"05154000";"95478.00";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"17/12/2013";"31/01/2014";"CAUCASIA";
"05697000";"3731239.00";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"07/01/2014";"31/01/2014";"SANTUARIO ANTIOQUIA";
"05887000";"894355.00";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"08/01/2014";"31/01/2014";"YARUMAL";
"05318000";"115795.00";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"08/01/2014";"31/01/2014";"GUARNE";
"05591000";"1117835.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"21/01/2014";"31/01/2014";"PUERTO TRIUNFO";
"05686000";"4718061.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"03/01/2014";"31/01/2014";"SANTA ROSA DE OSOS";
"05284000";"178119.00";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"30/12/2013";"31/01/2014";"FRONTINO";
"05686000";"4634065.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"17/01/2014";"31/01/2014";"SANTA ROSA DE OSOS";
"05400000";"602479.90";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"30/01/2014";"31/01/2014";"LA UNION ANTIOQUIA";
"05686000";"957349.00";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"17/01/2014";"31/01/2014";"SANTA ROSA DE OSOS";
"05604000";"708287.00";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"04/12/2013";"31/01/2014";"REMEDIOS";
"05154000";"2141506.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"28/01/2014";"31/01/2014";"CAUCASIA";
"05660000";"143893.10";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"08/01/2014";"31/01/2014";"SAN LUIS ANTIOQUIA";
"05042000";"1758487.00";"SIMIT";"2013-2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"23/01/2014";"31/01/2014";"SANTA FE DE ANTIOQUIA";
"05042000";"6928051.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"14/01/2014";"31/01/2014";"SANTA FE DE ANTIOQUIA";
"05197000";"368261.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"14/01/2014";"31/01/2014";"COCORNA";
"05604000";"575651.00";"SIMIT";"2014";"SDF";"408203001567";"40";"BANCO AGRARIO";"30/12/2013";"31/01/2014";"REMEDIOS";
"05856000";"144128.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"10/01/2014";"31/01/2014";"VALPARAISO";
"05686000";"4770802.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"17/01/2014";"31/01/2014";"SANTA ROSA DE OSOS";
"05591000";"705769.00";"POLCA";"2014";"SDF";"408203001559";"40";"BANCO AGRARIO";"05/12/2013";"01/01/2014";"PUERTO TRIUNFO";
"05861000";"34100.00";"POLCA";"2014";"SDF";"186992822";"51";"BANCO DAVIVIENDA S.A.";"07/01/2014";"31/01/2014";"VENECIA";
"05861000";"8920.00";"SIMIT";"2014";"SDF";"186992681";"51";"BANCO DAVIVIENDA S.A.";"11/01/2014";"31/01/2014";"VENECIA";
"05861000";"134750.00";"POLCA";"2014";"SDF";"186992822";"51";"BANCO DAVIVIENDA S.A.";"31/01/2014";"31/01/2014";"VENECIA";
"05190000";"679059.00";"POLCA";"2014";"SDF";"186992822";"51";"BANCO DAVIVIENDA S.A.";"13/12/2013";"31/01/2014";"CISNEROS";
"05101000";"1036161.00";"SIMIT";"2014";"SDF";"186992681";"51";"BANCO DAVIVIENDA S.A.";"14/01/2014";"31/01/2014";"CIUDAD BOLIVAR";
"05148000";"1273669.00";"SIMIT";"2014";"SDF";"186992681";"51";"BANCO DAVIVIENDA S.A.";"09/01/2014";"31/01/2014";"CARMEN DE VIBORAL";
"05148000";"51581.00";"SIMIT";"2014";"SDF";"186992681";"51";"BANCO DAVIVIENDA S.A.";"15/01/2014";"31/01/2014";"CARMEN DE VIBORAL";
"05129000";"7740859.00";"POLCA";"2014";"SDF";"186992822";"51";"BANCO DAVIVIENDA S.A.";"10/01/2014";"31/01/2014";"CALDAS ANTIOQUIA";
"05034000";"1176706.00";"SIMIT";"2013";"SDF";"186992681";"51";"BANCO DAVIVIENDA S.A.";"03/01/2014";"31/01/2014";"ANDES";
"05861000";"27500.00";"POLCA";"2014";"SDF";"186992822";"51";"BANCO DAVIVIENDA S.A.";"25/01/2014";"31/01/2014";"VENECIA";
"05101000";"1462600.00";"POLCA";"2014";"SDF";"186992822";"51";"BANCO DAVIVIENDA S.A.";"14/01/2014";"31/01/2014";"CIUDAD BOLIVAR";
"05129000";"4303048.00";"SIMIT";"2014";"SDF";"186992681";"51";"BANCO DAVIVIENDA S.A.";"10/01/2014";"31/01/2014";"CALDAS ANTIOQUIA";
"05690000";"11889460.40";"POLCA";"2014";"SDF";"186992822";"51";"BANCO DAVIVIENDA S.A.";"27/12/2013";"31/01/2014";"SANTO DOMINGO";
"05101000";"688230.00";"SIMIT";"2014";"SDF";"186992681";"51";"BANCO DAVIVIENDA S.A.";"13/02/2014";"28/02/2014";"CIUDAD BOLIVAR";
"05129000";"5263974.00";"SIMIT";"2014";"SDF";"186992681";"51";"BANCO DAVIVIENDA S.A.";"14/02/2014";"28/02/2014";"CALDAS ANTIOQUIA";
"05861000";"55953.15";"POLCA";"2014";"SDF";"186992822";"51";"BANCO DAVIVIENDA S.A.";"14/02/2014";"28/02/2014";"VENECIA";
"05190000";"1549191.00";"POLCA";"2014";"SDF";"186992822";"51";"BANCO DAVIVIENDA S.A.";"17/02/2014";"28/02/2014";"CISNEROS";
"05129000";"12281646.00";"POLCA";"2014";"SDF";"186992822";"51";"BANCO DAVIVIENDA S.A.";"14/02/2014";"28/02/2014";"CALDAS ANTIOQUIA";
"05101000";"3728729.00";"POLCA";"2014";"SDF";"186992822";"51";"BANCO DAVIVIENDA S.A.";"13/02/2014";"28/02/2014";"CIUDAD BOLIVAR";
"05861000";"110000.00";"POLCA";"2014";"SDF";"186992822";"51";"BANCO DAVIVIENDA S.A.";"05/02/2014";"28/02/2014";"VENECIA";
"05353000";"176899.00";"SIMIT";"2014";"SDF";"186992681";"51";"BANCO DAVIVIENDA S.A.";"06/02/2014";"28/02/2014";"HISPANIA";
"05034000";"1964897.00";"SIMIT";"2014";"SDF";"186992681";"51";"BANCO DAVIVIENDA S.A.";"07/02/2014";"28/02/2014";"ANDES";
"05861000";"10000.00";"SIMIT";"2014";"SDF";"186992681";"51";"BANCO DAVIVIENDA S.A.";"08/02/2014";"28/02/2014";"VENECIA";
"05079000";"5568019.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"28/02/2014";"28/02/2014";"BARBOSA ANTIOQUIA";
"05001000";"206750.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"27/02/2014";"27/02/2014";"MEDELLIN";
"05001000";"279715.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"27/02/2014";"27/02/2014";"MEDELLIN";
"05001000";"326827.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"27/02/2014";"27/02/2014";"MEDELLIN";
"05001000";"32275.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"27/02/2014";"27/02/2014";"MEDELLIN";
"05380000";"5146964.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"25/02/2014";"25/02/2014";"LA ESTRELLA";
"05001000";"21016831.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"27/02/2014";"27/02/2014";"MEDELLIN";
"05001000";"19705565.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"27/02/2014";"27/02/2014";"MEDELLIN";
"05001000";"5636979.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"27/02/2014";"27/02/2014";"MEDELLIN";
"05001000";"21404737.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"27/02/2014";"27/02/2014";"MEDELLIN";
"05001000";"22185887.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"27/02/2014";"27/02/2014";"MEDELLIN";
"05001000";"18664122.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"27/02/2014";"27/02/2014";"MEDELLIN";
"05001000";"22782948.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"27/02/2014";"27/02/2014";"MEDELLIN";
"05001000";"209184.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"18/02/2014";"18/02/2014";"MEDELLIN";
"05001000";"143314.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"19/02/2014";"19/02/2014";"MEDELLIN";
"05001000";"6293782.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"18/02/2014";"18/02/2014";"MEDELLIN";
"05001000";"23301820.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"19/02/2014";"19/02/2014";"MEDELLIN";
"05001000";"26364610.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"19/02/2014";"19/02/2014";"MEDELLIN";
"05212000";"3356385.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"20/02/2014";"20/02/2014";"COPACABANA";
"05045000";"2334295.00";"POLCA";"2013";"SDF";"086044559";"52";"BANCO AV VILLAS";"20/02/2014";"28/02/2014";"APARTADO";
"05308000";"12648704.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"25/02/2014";"28/02/2014";"GIRARDOTA";
"05079000";"1427660.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"28/02/2014";"28/02/2014";"BARBOSA ANTIOQUIA";
"05001000";"28038161.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"18/02/2014";"18/02/2014";"MEDELLIN";
"05001000";"18122814.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"27/02/2014";"27/02/2014";"MEDELLIN";
"05001000";"330176.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"12/02/2014";"12/02/2014";"MEDELLIN";
"05001000";"109080.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"18/02/2014";"18/02/2014";"MEDELLIN";
"05001000";"579225.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"19/02/2014";"19/02/2014";"MEDELLIN";
"05001000";"582838.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"27/02/2014";"27/02/2014";"MEDELLIN";
"05001000";"393895.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"27/02/2014";"27/02/2014";"MEDELLIN";
"05001000";"173694.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"27/02/2014";"27/02/2014";"MEDELLIN";
"05001000";"139743.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"27/02/2014";"27/02/2014";"MEDELLIN";
"05001000";"1470470.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"07/02/2014";"07/02/2014";"MEDELLIN";
"05001000";"512370.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"10/02/2014";"10/02/2014";"MEDELLIN";
"05266000";"23203867.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"13/02/2014";"15/02/2014";"ENVIGADO";
"05088000";"21269874.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"14/02/2014";"15/02/2014";"BELLO";
"05030000";"305600.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"04/02/2014";"15/02/2014";"AMAGA";
"05376000";"3513654.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"05/02/2014";"15/02/2014";"LA CEJA";
"05615000";"17571820.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"07/02/2014";"15/02/2014";"RIONEGRO ANTIOQUIA";
"05642000";"22407.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"10/02/2014";"15/02/2014";"SALGAR";
"05360000";"28228922.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"10/02/2014";"15/02/2014";"ITAGUI";
"05376000";"2672414.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"05/02/2014";"15/02/2014";"LA CEJA";
"05615000";"23740776.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"07/02/2014";"15/02/2014";"RIONEGRO ANTIOQUIA";
"05088000";"8866599.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"14/02/2014";"15/02/2014";"BELLO";
"05001000";"150837.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"10/02/2014";"10/02/2014";"MEDELLIN";
"05001000";"563747.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"10/02/2014";"10/02/2014";"MEDELLIN";
"05001000";"227860.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"10/02/2014";"10/02/2014";"MEDELLIN";
"05001000";"33835393.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"14/02/2014";"14/02/2014";"MEDELLIN";
"05001000";"120389.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"12/02/2014";"12/02/2014";"MEDELLIN";
"05001000";"1173027.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"12/02/2014";"12/02/2014";"MEDELLIN";
"05001000";"831672.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"12/02/2014";"12/02/2014";"MEDELLIN";
"05001000";"159727.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"12/02/2014";"12/02/2014";"MEDELLIN";
"05001000";"219448.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"12/02/2014";"12/02/2014";"MEDELLIN";
"05001000";"145157.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"12/02/2014";"12/02/2014";"MEDELLIN";
"05001000";"25948153.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"11/02/2014";"11/02/2014";"MEDELLIN";
"05001000";"28809292.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"12/02/2014";"12/02/2014";"MEDELLIN";
"05001000";"29210808.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"12/02/2014";"12/02/2014";"MEDELLIN";
"05001000";"28420552.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"12/02/2014";"12/02/2014";"MEDELLIN";
"05001000";"25159768.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"12/02/2014";"12/02/2014";"MEDELLIN";
"05001000";"28020629.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"12/02/2014";"12/02/2014";"MEDELLIN";
"05001000";"238126.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"13/02/2014";"13/02/2014";"MEDELLIN";
"05001000";"8793184.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"12/02/2014";"12/02/2014";"MEDELLIN";
"05001000";"7671923.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"12/02/2014";"12/02/2014";"MEDELLIN";
"05001000";"32265208.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"12/02/2014";"12/02/2014";"MEDELLIN";
"05001000";"28355240.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"12/02/2014";"12/02/2014";"MEDELLIN";
"05001000";"27463972.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"12/02/2014";"12/02/2014";"MEDELLIN";
"05001000";"30250826.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"13/02/2014";"13/02/2014";"MEDELLIN";
"05001000";"338693.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"16/01/2014";"16/01/2014";"MEDELLIN";
"05030000";"4274977.00";"POLCA";"2013";"SDF";"086044559";"52";"BANCO AV VILLAS";"07/01/2014";"15/01/2014";"AMAGA";
"05376000";"1305814.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"08/01/2014";"15/01/2014";"LA CEJA";
"05001000";"29762.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"07/02/2014";"07/02/2014";"MEDELLIN";
"05001000";"531295.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"14/02/2014";"14/02/2014";"MEDELLIN";
"05154000";"-14559277.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"31/01/2014";"15/02/2014";"CAUCASIA";
"05030000";"5472816.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"04/02/2014";"15/02/2014";"AMAGA";
"05642000";"90346.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"10/02/2014";"15/02/2014";"SALGAR";
"05001000";"904164.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"11/02/2014";"11/02/2014";"MEDELLIN";
"05001000";"614368.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"12/02/2014";"12/02/2014";"MEDELLIN";
"05001000";"622033.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"12/02/2014";"12/02/2014";"MEDELLIN";
"05001000";"12061.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"12/02/2014";"12/02/2014";"MEDELLIN";
"05001000";"25417229.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"07/02/2014";"07/02/2014";"MEDELLIN";
"05001000";"32071073.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"07/02/2014";"07/02/2014";"MEDELLIN";
"05001000";"25411734.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"10/02/2014";"10/02/2014";"MEDELLIN";
"05001000";"23877036.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"10/02/2014";"10/02/2014";"MEDELLIN";
"05001000";"22101138.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"10/02/2014";"10/02/2014";"MEDELLIN";
"05001000";"5333070.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"10/02/2014";"10/02/2014";"MEDELLIN";
"05001000";"22048378.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"16/01/2014";"16/01/2014";"MEDELLIN";
"05001000";"26216902.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"21/01/2014";"21/01/2014";"MEDELLIN";
"05001000";"25968568.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"21/01/2014";"21/01/2014";"MEDELLIN";
"05088000";"7506240.00";"POLCA";"2014";"SDF";"086044559";"52";"BANCO AV VILLAS";"17/01/2014";"31/01/2014";"BELLO";
"05088000";"15850683.00";"SIMIT";"2014";"SDF";"086042058";"52";"BANCO AV VILLAS";"17/01/2014";"31/01/2014";"BELLO";
"05079000";"965502.00";"SIMIT";"2013";"SDF";"086042058";"52";"BANCO AV VILLAS";"17/01/2014";"31/01/2014";"BARBOSA ANTIOQUIA";
