Fecha;Cod. Trn.;Descripcion Movimiento;Referencia;Debito;Credito;Imp. GMF;Oficina;
03/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SABANA DE TORRES;
03/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
03/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
03/11/2010;221;INTERESES DE AHORROS;0;;16,175.00;;AVENIDA CHILE;
04/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;BOSCONIA;
04/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
04/11/2010;252;DEPOSITO AHORROS;0;;59,633.00;;BOSCONIA;
04/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
04/11/2010;252;DEPOSITO AHORROS;0;;70,812.00;;BOSCONIA;
04/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
04/11/2010;252;DEPOSITO AHORROS;0;;169,125.00;;GUATICA;
04/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;GUATICA;
04/11/2010;252;DEPOSITO AHORROS;0;;38,000.00;;FLORIDA-VALLE;
04/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;FLORIDA-VALLE;
04/11/2010;252;DEPOSITO AHORROS;0;;2,500,000.00;;CERETE;
04/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CERETE;
04/11/2010;252;DEPOSITO AHORROS;0;;136,648.00;;BOSCONIA;
04/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
04/11/2010;252;DEPOSITO AHORROS;0;;71,000.00;;FLORIDA-VALLE;
04/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;FLORIDA-VALLE;
04/11/2010;252;DEPOSITO AHORROS;0;;512,543.00;;SABANA DE TORRES;
04/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SABANA DE TORRES;
04/11/2010;221;INTERESES DE AHORROS;0;;16,697.00;;AVENIDA CHILE;
05/11/2010;252;DEPOSITO AHORROS;0;;141,625.00;;CIMITARRA;
05/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
05/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
05/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
05/11/2010;252;DEPOSITO AHORROS;0;;79,544.00;;PUERTO ASIS;
05/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;PUERTO ASIS;
05/11/2010;252;DEPOSITO AHORROS;0;;74,250.00;;COROZAL;
05/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;COROZAL;
05/11/2010;252;DEPOSITO AHORROS;0;;232,566.00;;SABANA DE TORRES;
05/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SABANA DE TORRES;
05/11/2010;252;DEPOSITO AHORROS;0;;68,323.00;;BOSCONIA;
05/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
05/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
05/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
05/11/2010;252;DEPOSITO AHORROS;0;;141,625.00;;CIMITARRA;
05/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
05/11/2010;252;DEPOSITO AHORROS;0;;68,750.00;;CIMITARRA;
05/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
05/11/2010;252;DEPOSITO AHORROS;0;;141,625.00;;BOSCONIA;
05/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
05/11/2010;252;DEPOSITO AHORROS;0;;70,812.00;;BOSCONIA;
05/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
05/11/2010;252;DEPOSITO AHORROS;0;;141,525.00;;BOSCONIA;
05/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
05/11/2010;252;DEPOSITO AHORROS;0;;63,000.00;;FLORIDA-VALLE;
05/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;FLORIDA-VALLE;
05/11/2010;252;DEPOSITO AHORROS;0;;10,000,000.00;;BOSCONIA;
05/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
05/11/2010;221;INTERESES DE AHORROS;0;;50,312.00;;AVENIDA CHILE;
08/11/2010;252;DEPOSITO AHORROS;0;;1,873,819.00;;PIENDAMO;
08/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;PIENDAMO;
08/11/2010;252;DEPOSITO AHORROS;0;;64,375.00;;ARATOCA;
08/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;ARATOCA;
08/11/2010;252;DEPOSITO AHORROS;0;;47,592.00;;BOSCONIA;
08/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
08/11/2010;252;DEPOSITO AHORROS;0;;102,437.00;;SABANA DE TORRES;
08/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SABANA DE TORRES;
08/11/2010;252;DEPOSITO AHORROS;0;;70,850.00;;LA PAZ ROBLES;
08/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;LA PAZ ROBLES;
08/11/2010;252;DEPOSITO AHORROS;0;;141,628.00;;CIENAGA;
08/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIENAGA;
08/11/2010;252;DEPOSITO AHORROS;0;;186,900.00;;COROZAL;
08/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;COROZAL;
08/11/2010;252;DEPOSITO AHORROS;0;;68,323.00;;BOSCONIA;
08/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
08/11/2010;252;DEPOSITO AHORROS;0;;212,438.00;;CIMITARRA;
08/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
08/11/2010;252;DEPOSITO AHORROS;0;;70,313.00;;BOSCONIA;
08/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
08/11/2010;252;DEPOSITO AHORROS;0;;90,800.00;;SINCELEJO;
08/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SINCELEJO;
08/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;BOSCONIA;
08/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
08/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;BOSCONIA;
08/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
08/11/2010;221;INTERESES DE AHORROS;0;;17,418.00;;AVENIDA CHILE;
09/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;PUERTO BERRIO;
09/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;PUERTO BERRIO;
09/11/2010;252;DEPOSITO AHORROS;0;;70,675.00;;GUATICA;
09/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;GUATICA;
09/11/2010;252;DEPOSITO AHORROS;0;;37,766.00;;GUATICA;
09/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;GUATICA;
09/11/2010;252;DEPOSITO AHORROS;0;;55,000.00;;BOSCONIA;
09/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
09/11/2010;252;DEPOSITO AHORROS;0;;71,000.00;;FLORIDA-VALLE;
09/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;FLORIDA-VALLE;
09/11/2010;252;DEPOSITO AHORROS;0;;106,090.00;;BOSCONIA;
09/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
09/11/2010;252;DEPOSITO AHORROS;0;;141,625.00;;CIMITARRA;
09/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
09/11/2010;252;DEPOSITO AHORROS;0;;70,453.00;;CIMITARRA;
09/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
09/11/2010;252;DEPOSITO AHORROS;0;;63,456.00;;BOSCONIA;
09/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
09/11/2010;221;INTERESES DE AHORROS;0;;17,563.00;;AVENIDA CHILE;
10/11/2010;252;DEPOSITO AHORROS;0;;71,000.00;;FLORIDA-VALLE;
10/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;FLORIDA-VALLE;
10/11/2010;252;DEPOSITO AHORROS;0;;134,329.00;;SABANA DE TORRES;
10/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SABANA DE TORRES;
10/11/2010;252;DEPOSITO AHORROS;0;;559,402.00;;SABANA DE TORRES;
10/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SABANA DE TORRES;
10/11/2010;252;DEPOSITO AHORROS;0;;75,570.00;;CIMITARRA;
10/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
10/11/2010;252;DEPOSITO AHORROS;0;;166,700.00;;COROZAL;
10/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;COROZAL;
10/11/2010;252;DEPOSITO AHORROS;0;;68,323.00;;BOSCONIA;
10/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
10/11/2010;252;DEPOSITO AHORROS;0;;424,900.00;;LA PAZ ROBLES;
10/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;LA PAZ ROBLES;
10/11/2010;252;DEPOSITO AHORROS;0;;119,075.00;;ARATOCA;
10/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;ARATOCA;
10/11/2010;252;DEPOSITO AHORROS;0;;70,850.00;;LA PAZ ROBLES;
10/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;LA PAZ ROBLES;
10/11/2010;252;DEPOSITO AHORROS;0;;70,812.00;;BOSCONIA;
10/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
10/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
10/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
10/11/2010;252;DEPOSITO AHORROS;0;;212,438.00;;CIMITARRA;
10/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
10/11/2010;252;DEPOSITO AHORROS;0;;141,625.00;;CIMITARRA;
10/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
10/11/2010;252;DEPOSITO AHORROS;0;;958,500.00;;SAN JACINTO;
10/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SAN JACINTO;
10/11/2010;221;INTERESES DE AHORROS;0;;17,739.00;;AVENIDA CHILE;
11/11/2010;252;DEPOSITO AHORROS;0;;55,000.00;;BOSCONIA;
11/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
11/11/2010;252;DEPOSITO AHORROS;0;;240,679.00;;SABANA DE TORRES;
11/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SABANA DE TORRES;
11/11/2010;252;DEPOSITO AHORROS;0;;63,456.00;;BOSCONIA;
11/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
11/11/2010;252;DEPOSITO AHORROS;0;;3,991,462.00;;MARINILLA;
11/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;MARINILLA;
11/11/2010;221;INTERESES DE AHORROS;0;;17,759.00;;AVENIDA CHILE;
12/11/2010;252;DEPOSITO AHORROS;0;;141,625.00;;CIMITARRA;
12/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
12/11/2010;252;DEPOSITO AHORROS;0;;141,700.00;;ARATOCA;
12/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;ARATOCA;
12/11/2010;252;DEPOSITO AHORROS;0;;331,380.00;;SABANA DE TORRES;
12/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SABANA DE TORRES;
12/11/2010;252;DEPOSITO AHORROS;0;;136,650.00;;LA PAZ ROBLES;
12/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;LA PAZ ROBLES;
12/11/2010;252;DEPOSITO AHORROS;0;;65,200.00;;ARATOCA;
12/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;ARATOCA;
12/11/2010;252;DEPOSITO AHORROS;0;;58,000.00;;FLORIDA-VALLE;
12/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;FLORIDA-VALLE;
12/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;BOSCONIA;
12/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
12/11/2010;252;DEPOSITO AHORROS;0;;86,625.00;;BOSCONIA;
12/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
12/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
12/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
12/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;BOSCONIA;
12/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
12/11/2010;252;DEPOSITO AHORROS;0;;915,227.00;;CIENAGA;
12/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIENAGA;
12/11/2010;253;NC PRD AUT ABONO RELIQUIDACION INTERESES;145;;109.00;0.00;AVENIDA CHILE;
12/11/2010;221;INTERESES DE AHORROS;0;;72,439.00;;AVENIDA CHILE;
16/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;BOSCONIA;
16/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
16/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;BOSCONIA;
16/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
16/11/2010;252;DEPOSITO AHORROS;0;;37,767.00;;BOSCONIA;
16/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
16/11/2010;252;DEPOSITO AHORROS;0;;3,670,329.00;;SANTA ROSA DE OSOS;
16/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SANTA ROSA DE OSOS;
16/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;BOSCONIA;
16/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
16/11/2010;252;DEPOSITO AHORROS;0;;157,436.00;;SABANA DE TORRES;
16/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SABANA DE TORRES;
16/11/2010;252;DEPOSITO AHORROS;0;;141,625.00;;CIMITARRA;
16/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
16/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
16/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
16/11/2010;252;DEPOSITO AHORROS;0;;12,719.00;;GUATICA;
16/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;GUATICA;
16/11/2010;252;DEPOSITO AHORROS;0;;3,789,209.00;;PUERTO TRIUNFO;
16/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;PUERTO TRIUNFO;
16/11/2010;252;DEPOSITO AHORROS;0;;141,625.00;;CIMITARRA;
16/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
16/11/2010;252;DEPOSITO AHORROS;0;;141,625.00;;CIMITARRA;
16/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
16/11/2010;252;DEPOSITO AHORROS;0;;86,906.00;;CIMITARRA;
16/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
16/11/2010;252;DEPOSITO AHORROS;0;;145,582.00;;CIMITARRA;
16/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
16/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
16/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
16/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;BOSCONIA;
16/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
16/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
16/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
16/11/2010;252;DEPOSITO AHORROS;0;;141,625.00;;CIMITARRA;
16/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
16/11/2010;221;INTERESES DE AHORROS;0;;18,190.00;;AVENIDA CHILE;
17/11/2010;252;DEPOSITO AHORROS;0;;34,334.00;;ARATOCA;
17/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;ARATOCA;
17/11/2010;252;DEPOSITO AHORROS;0;;68,110.00;;ARATOCA;
17/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;ARATOCA;
17/11/2010;252;DEPOSITO AHORROS;0;;10,093,445.00;;RIOSUCIO (CALDAS);
17/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;RIOSUCIO (CALDAS);
17/11/2010;252;DEPOSITO AHORROS;0;;106,204.00;;SABANA DE TORRES;
17/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SABANA DE TORRES;
17/11/2010;252;DEPOSITO AHORROS;0;;72,300.00;;COROZAL;
17/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;COROZAL;
17/11/2010;252;DEPOSITO AHORROS;0;;74,000.00;;COROZAL;
17/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;COROZAL;
17/11/2010;253;NC PRD AUT ABONO RELIQUIDACION INTERESES;145;;100.00;0.00;AVENIDA CHILE;
17/11/2010;221;INTERESES DE AHORROS;0;;18,643.00;;AVENIDA CHILE;
18/11/2010;252;DEPOSITO AHORROS;0;;68,338.00;;ARATOCA;
18/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;ARATOCA;
18/11/2010;252;DEPOSITO AHORROS;0;;421,601.00;;SABANA DE TORRES;
18/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SABANA DE TORRES;
18/11/2010;252;DEPOSITO AHORROS;0;;71,200.00;;COROZAL;
18/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;COROZAL;
18/11/2010;252;DEPOSITO AHORROS;0;;136,650.00;;COROZAL;
18/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;COROZAL;
18/11/2010;252;DEPOSITO AHORROS;0;;72,435.00;;COROZAL;
18/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;COROZAL;
18/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
18/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
18/11/2010;252;DEPOSITO AHORROS;0;;141,625.00;;CIMITARRA;
18/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
18/11/2010;252;DEPOSITO AHORROS;0;;71,000.00;;FLORIDA-VALLE;
18/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;FLORIDA-VALLE;
18/11/2010;252;DEPOSITO AHORROS;0;;2,265,660.00;;EL BORDO;
18/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;EL BORDO;
18/11/2010;253;NC INTERNET TRANSFERENCIAS ENTRE TERCEROS INTERNET;217;;687,100.00;0.00;INTERNET BANCA VIRTUAL;
18/11/2010;252;DEPOSITO AHORROS;0;;37,785.00;;GUATICA;
18/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;GUATICA;
18/11/2010;252;DEPOSITO AHORROS;0;;2,080,263.00;;EL RETIRO;
18/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;EL RETIRO;
18/11/2010;252;DEPOSITO AHORROS;0;;63,457.00;;CIMITARRA;
18/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
18/11/2010;252;DEPOSITO AHORROS;0;;68,337.50;;CIMITARRA;
18/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
18/11/2010;253;NC PRD AUT ABONO RELIQUIDACION INTERESES;145;;330.00;0.00;AVENIDA CHILE;
18/11/2010;221;INTERESES DE AHORROS;0;;19,336.00;;AVENIDA CHILE;
19/11/2010;252;DEPOSITO AHORROS;0;;136,647.00;;BOSCONIA;
