Fecha;Cod. Trn.;Descripcion Movimiento;Referencia;Debito;Credito;Imp. GMF;Oficina;
19/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
19/11/2010;252;DEPOSITO AHORROS;0;;37,767.00;;CIMITARRA;
19/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
19/11/2010;252;DEPOSITO AHORROS;0;;68,338.00;;ARATOCA;
19/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;ARATOCA;
19/11/2010;252;DEPOSITO AHORROS;0;;816,751.00;;CIENAGA;
19/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIENAGA;
19/11/2010;252;DEPOSITO AHORROS;0;;35,406.00;;BOSCONIA;
19/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
19/11/2010;252;DEPOSITO AHORROS;0;;37,766.00;;BOSCONIA;
19/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
19/11/2010;252;DEPOSITO AHORROS;0;;71,000.00;;COROZAL;
19/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;COROZAL;
19/11/2010;252;DEPOSITO AHORROS;0;;259,021.00;;SABANA DE TORRES;
19/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SABANA DE TORRES;
19/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
19/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
19/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
19/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
19/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
19/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
19/11/2010;221;INTERESES DE AHORROS;0;;59,049.00;;AVENIDA CHILE;
22/11/2010;252;DEPOSITO AHORROS;0;;395,299.00;;LA UNION (ANTIOQUIA);
22/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;LA UNION (ANTIOQUIA);
22/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;BOSCONIA;
22/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
22/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
22/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
22/11/2010;252;DEPOSITO AHORROS;0;;71,000.00;;FLORIDA-VALLE;
22/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;FLORIDA-VALLE;
22/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
22/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
22/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
22/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
22/11/2010;252;DEPOSITO AHORROS;0;;443,078.00;;SABANA DE TORRES;
22/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SABANA DE TORRES;
22/11/2010;252;DEPOSITO AHORROS;0;;39,100.00;;COROZAL;
22/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;COROZAL;
22/11/2010;252;DEPOSITO AHORROS;0;;141,625.00;;BOSCONIA;
22/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
22/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
22/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
22/11/2010;252;DEPOSITO AHORROS;0;;4,398,892.00;;EL CERRITO;
22/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;EL CERRITO;
22/11/2010;252;DEPOSITO AHORROS;0;;36,440.00;;BOSCONIA;
22/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
22/11/2010;252;DEPOSITO AHORROS;0;;37,785.00;;GUATICA;
22/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;GUATICA;
22/11/2010;252;DEPOSITO AHORROS;0;;37,767.00;;CIMITARRA;
22/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
22/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
22/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
22/11/2010;252;DEPOSITO AHORROS;0;;136,648.00;;BOSCONIA;
22/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
22/11/2010;252;DEPOSITO AHORROS;0;;35,000.00;;BOSCONIA;
22/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
22/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
22/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
22/11/2010;221;INTERESES DE AHORROS;0;;19,761.00;;AVENIDA CHILE;
23/11/2010;252;DEPOSITO AHORROS;0;;63,456.00;;BOSCONIA;
23/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
23/11/2010;252;DEPOSITO AHORROS;0;;104,200.00;;COROZAL;
23/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;COROZAL;
23/11/2010;252;DEPOSITO AHORROS;0;;1,002,509.00;;SABANA DE TORRES;
23/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SABANA DE TORRES;
23/11/2010;252;DEPOSITO AHORROS;0;;71,000.00;;FLORIDA-VALLE;
23/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;FLORIDA-VALLE;
23/11/2010;252;DEPOSITO AHORROS;0;;71,000.00;;FLORIDA-VALLE;
23/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;FLORIDA-VALLE;
23/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
23/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
23/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
23/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
23/11/2010;252;DEPOSITO AHORROS;0;;68,324.00;;CIMITARRA;
23/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
23/11/2010;252;DEPOSITO AHORROS;0;;1,229,657.00;;PUERTO TEJADA;
23/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;PUERTO TEJADA;
23/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
23/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
23/11/2010;253;NC PRD AUT ABONO RELIQUIDACION INTERESES;145;;131.00;0.00;AVENIDA CHILE;
23/11/2010;221;INTERESES DE AHORROS;0;;20,128.00;;AVENIDA CHILE;
24/11/2010;252;DEPOSITO AHORROS;0;;37,767.00;;EL COPEY;
24/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;EL COPEY;
24/11/2010;252;DEPOSITO AHORROS;0;;294,675.00;;SABANA DE TORRES;
24/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SABANA DE TORRES;
24/11/2010;252;DEPOSITO AHORROS;0;;68,323.00;;BOSCONIA;
24/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
24/11/2010;252;DEPOSITO AHORROS;0;;24,269.00;;GUATICA;
24/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;GUATICA;
24/11/2010;252;DEPOSITO AHORROS;0;;27,500.00;;GUATICA;
24/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;GUATICA;
24/11/2010;252;DEPOSITO AHORROS;0;;141,625.00;;CIMITARRA;
24/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
24/11/2010;252;DEPOSITO AHORROS;0;;141,625.00;;CIMITARRA;
24/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
24/11/2010;252;DEPOSITO AHORROS;0;;141,625.00;;CIMITARRA;
24/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
24/11/2010;252;DEPOSITO AHORROS;0;;71,000.00;;FLORIDA-VALLE;
24/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;FLORIDA-VALLE;
24/11/2010;253;NC INTERNET TRANSFERENCIAS ENTRE TERCEROS INTERNET;217;;12,302,659.05;0.00;INTERNET BANCA VIRTUAL;
24/11/2010;252;DEPOSITO AHORROS;0;;41.00;;SABANA DE TORRES;
24/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SABANA DE TORRES;
24/11/2010;253;NC PRD AUT ABONO RELIQUIDACION INTERESES;145;;34.00;0.00;AVENIDA CHILE;
24/11/2010;221;INTERESES DE AHORROS;0;;20,968.00;;AVENIDA CHILE;
25/11/2010;253;NC INTERNET TRANSFERENCIAS ENTRE TERCEROS INTERNET;217;;12,461,812.00;0.00;INTERNET BANCA VIRTUAL;
25/11/2010;252;DEPOSITO AHORROS;0;;70,812.00;;COROZAL;
25/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;COROZAL;
25/11/2010;264;ND PRD AUT VENTA CHEQUE DE GERENCIA;400;174,013,930.03;;696,056.00;AVENIDA CHILE;
25/11/2010;252;DEPOSITO AHORROS;0;;2,499,439.00;;QUIMBAYA;
25/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;QUIMBAYA;
25/11/2010;252;DEPOSITO AHORROS;0;;59,634.00;;ARATOCA;
25/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;ARATOCA;
25/11/2010;252;DEPOSITO AHORROS;0;;63,456.00;;CIMITARRA;
25/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
25/11/2010;252;DEPOSITO AHORROS;0;;35,406.00;;BOSCONIA;
25/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
25/11/2010;252;DEPOSITO AHORROS;0;;53,102.00;;SABANA DE TORRES;
25/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SABANA DE TORRES;
25/11/2010;221;INTERESES DE AHORROS;0;;9,666.00;;AVENIDA CHILE;
26/11/2010;252;DEPOSITO AHORROS;0;;59,633.00;;BOSCONIA;
26/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
26/11/2010;252;DEPOSITO AHORROS;0;;75,900.00;;LA PAZ ROBLES;
26/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;LA PAZ ROBLES;
26/11/2010;252;DEPOSITO AHORROS;0;;212,438.00;;FLORIDA-VALLE;
26/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;FLORIDA-VALLE;
26/11/2010;252;DEPOSITO AHORROS;0;;141,625.00;;CIMITARRA;
26/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
26/11/2010;252;DEPOSITO AHORROS;0;;375,263.00;;SABANA DE TORRES;
26/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SABANA DE TORRES;
26/11/2010;252;DEPOSITO AHORROS;0;;37,767.00;;CIMITARRA;
26/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
26/11/2010;252;DEPOSITO AHORROS;0;;283,000.00;;FLORIDA-VALLE;
26/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;FLORIDA-VALLE;
26/11/2010;252;DEPOSITO AHORROS;0;;68,337.50;;CIMITARRA;
26/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
26/11/2010;252;DEPOSITO AHORROS;0;;900.00;;LA PAZ ROBLES;
26/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;LA PAZ ROBLES;
26/11/2010;252;DEPOSITO AHORROS;0;;63,456.00;;BOSCONIA;
26/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
26/11/2010;252;DEPOSITO AHORROS;0;;33,000.00;;BOSCONIA;
26/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
26/11/2010;221;INTERESES DE AHORROS;0;;35,236.00;;AVENIDA CHILE;
29/11/2010;252;DEPOSITO AHORROS;0;;141,625.00;;CIMITARRA;
29/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
29/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
29/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
29/11/2010;252;DEPOSITO AHORROS;0;;141,625.00;;CIMITARRA;
29/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
29/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
29/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
29/11/2010;252;DEPOSITO AHORROS;0;;59,675.00;;ARATOCA;
29/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;ARATOCA;
29/11/2010;252;DEPOSITO AHORROS;0;;68,323.00;;BOSCONIA;
29/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
29/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
29/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
29/11/2010;252;DEPOSITO AHORROS;0;;419,372.00;;SABANA DE TORRES;
29/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;SABANA DE TORRES;
29/11/2010;252;DEPOSITO AHORROS;0;;63,456.00;;BOSCONIA;
29/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
29/11/2010;252;DEPOSITO AHORROS;0;;63,455.00;;COROZAL;
29/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;COROZAL;
29/11/2010;252;DEPOSITO AHORROS;0;;64,375.00;;ARATOCA;
29/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;ARATOCA;
29/11/2010;221;INTERESES DE AHORROS;0;;11,812.00;;AVENIDA CHILE;
30/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
30/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
30/11/2010;252;DEPOSITO AHORROS;0;;143,484.00;;CIMITARRA;
30/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
30/11/2010;252;DEPOSITO AHORROS;0;;142,810.00;;ARATOCA;
30/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;ARATOCA;
30/11/2010;252;DEPOSITO AHORROS;0;;136,648.00;;BOSCONIA;
30/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;BOSCONIA;
30/11/2010;253;NC TES AUT ABONO TRASLADO CENIT;113;;892,220.00;0.00;DIRECCION NACIONAL PROPIO;
30/11/2010;253;NC TES AUT ABONO TRASLADO CENIT;113;;907,968.00;0.00;DIRECCION NACIONAL PROPIO;
30/11/2010;252;DEPOSITO AHORROS;0;;57,937.00;;COROZAL;
30/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;COROZAL;
30/11/2010;252;DEPOSITO AHORROS;0;;70,813.00;;CIMITARRA;
30/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIMITARRA;
30/11/2010;252;DEPOSITO AHORROS;0;;353,850.00;;CIENAGA;
30/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;CIENAGA;
30/11/2010;221;INTERESES DE AHORROS;0;;11,971.00;;AVENIDA CHILE;
;;;;;;;;
