Fecha;Cod. Trn.;Descripcion Movimiento;Referencia;Debito;Credito;Imp. GMF;Oficina;
26/11/2010;252;DEPOSITO AHORROS;0;;6,626.00;;TUMACO;
26/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;TUMACO;
26/11/2010;252;DEPOSITO AHORROS;0;;28,000.00;;TUMACO;
26/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;TUMACO;
26/11/2010;252;DEPOSITO AHORROS;0;;17,000.00;;FLORIDA-VALLE;
26/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;FLORIDA-VALLE;
26/11/2010;252;DEPOSITO AHORROS;0;;12,425.00;;TUMACO;
26/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;TUMACO;
26/11/2010;252;DEPOSITO AHORROS;0;;6,875.00;;TUMACO;
26/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;TUMACO;
26/11/2010;221;INTERESES DE AHORROS;0;;5,178.00;;AVENIDA CHILE;
29/11/2010;252;DEPOSITO AHORROS;0;;26,000.00;;FLORIDA-VALLE;
29/11/2010;264;ND PRD AUT COMISION CONSIGNACION NACIONAL;115;9,765.00;;39.00;FLORIDA-VALLE;
29/11/2010;221;INTERESES DE AHORROS;0;;1,727.00;;AVENIDA CHILE;
30/11/2010;221;INTERESES DE AHORROS;0;;1,727.00;;AVENIDA CHILE;
;;;;;;;;
